owner_org,maintainer,private,maintainer_email,num_tags,id,metadata_created,metadata_modified,author,author_email,state,version,license_id,type,resources.resource_group_id,resources.cache_last_updated,resources.revision_timestamp,resources.webstore_last_updated,resources.id,resources.size,resources.state,resources.hash,resources.description,resources.format,resources.tracking_summary.total,resources.tracking_summary.recent,resources.mimetype_inner,resources.mimetype,resources.cache_url,resources.name,resources.created,resources.url,resources.webstore_url,resources.last_modified,resources.position,resources.revision_id,resources.resource_type,num_resources,tags.vocabulary_id,tags.display_name,tags.name,tags.revision_timestamp,tags.state,tags.id,title,tracking_summary.total,tracking_summary.recent,groups.capacity,groups.description,groups.created,groups.title,groups.name,groups.is_organization,groups.state,groups.image_url,groups.revision_id,groups.type,groups.id,groups.approval_status,revision_timestamp,name,isopen,url,notes,license_title,license_url,organization.description,organization.created,organization.title,organization.name,organization.revision_timestamp,organization.is_organization,organization.state,organization.image_url,organization.revision_id,organization.type,organization.id,organization.approval_status,revision_id,extras.state,extras.value,extras.revision_timestamp,extras.package_id,extras.key,extras.revision_id,extras.id
06217c75-3868-4b6d-b8fc-89c6b7e5c359,Glasgow City Council,False,data@glasgow.gov.uk,3,f1e41319-d678-4e39-9769-7c0344924181,2013-11-06T10:34:35.032919,2013-11-06T11:05:18.933661,Glasgow City Council,data@glasgow.gov.uk,active,None,uk-gogl,dataset,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Building Warrants,6,6,,,,,,,,,,,,,2013-11-06T10:44:17.346623,building-warrants,False,None,A list of Building Warrants in Glasgow for the time period detailed in the file name. This dataset will be updated periodically.,Glasgow Open Government Licence (GOGL),http://dashboard.glasgow.gov.uk/ckansupport/open.glasgow.gov.uk_Licence_version 1.0.htm,[Glasgow City Council Website](http://www.glasgow.gov.uk),2013-07-17T14:32:33.332102,Glasgow City Council,glasgow-city-council,2013-09-06T11:31:18.288936,True,active,http://data.glasgow.gov.uk/images/20mmGlasgowlogo.jpg,82e0fbc2-863f-440b-92a3-3fa785937717,organization,06217c75-3868-4b6d-b8fc-89c6b7e5c359,approved,31e500af-36ff-4b70-a403-6f50d7b1722b,,,,,,,
2cb29f4f-3acf-4430-8509-fcc628e9b775,Glasgow City Council,False,data@glasgow.gov.uk,3,bad5c92c-66f8-439b-bd0c-dd478200ac9a,2013-11-05T11:45:33.068983,2013-11-05T16:18:15.398397,Harry Campbell,,active,None,cc-nc,dataset,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,List of Choirs in Glasgow,9,9,,,,,,,,,,,,,2013-11-05T16:16:58.785677,list-of-choirs-in-glasgow,False,None,"The citizens of Glasgow know their city better than anyone. They are invited to turn this knowledge into open data for the benefit of the whole city.

This list of 90+ Glasgow choirs is the first Open Glasgow dataset to be created and maintained by a citizen: Harry Campbell. It includes amateur choirs, singing groups and choral societies open to all. 

The dataset is refreshed automatically on a weekly basis. Is there a choir missing or any incorrect or additional information? Contact [Harry Campbell](http://freespace.virgin.net/harry.campbell/muldoonspicnic/glasgowchoirs.htm) below to update it.",Creative Commons Non-Commercial (Any),http://creativecommons.org/licenses/by-nc/2.0/,This is not an organisation per se but rather an umbrella placeholder for any data supplied by the good citizens of Glasgow.,2013-11-04T11:07:11.270975,Glasgow Citizens,glasgow-citizens,2013-11-04T11:07:11.229351,True,active,,f1324be4-78ea-45ed-9d66-afbbad3f5e99,organization,2cb29f4f-3acf-4430-8509-fcc628e9b775,approved,84a0906b-469f-44ae-9767-15933b2963f9,,,,,,,
d8d559cc-aa21-480e-ac07-81b18e9c25d7,Glasgow City Council,False,data@glasgow.gov.uk,1,99400cfd-6ea9-4c16-a51c-c01dd083254e,2013-11-01T11:49:41.706447,2013-11-02T10:12:44.213107,Glasgow Caledonian University,,active,None,uk-gogl,dataset,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Traverse Temperature Measurements,12,12,,,,,,,,,,,,,2013-11-01T14:00:21.767766,traverse-temperature-measurements,False,None,,Glasgow Open Government Licence (GOGL),http://dashboard.glasgow.gov.uk/ckansupport/open.glasgow.gov.uk_Licence_version 1.0.htm,,2013-11-01T13:12:33.769330,Glasgow Caledonian University,glasgow-caledonian-university,2013-11-02T10:12:44.213107,True,active,http://data.glasgow.gov.uk/images/Glasgow_Caledonian_Logo.jpg,45273fc5-aa43-4df8-b5f2-517466989a1c,organization,d8d559cc-aa21-480e-ac07-81b18e9c25d7,approved,2c6c44aa-7e7d-4b4a-b9d7-419834f8c8d0,,,,,,,
06217c75-3868-4b6d-b8fc-89c6b7e5c359,Glasgow City Council,False,data@glasgow.gov.uk,5,fbc6b2ed-8fe1-4866-98ea-f1e0890c7527,2013-08-22T09:28:30.160760,2013-10-21T13:24:44.412718,Glasgow City Council,,active,None,uk-gogl,dataset,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,Cyclists/Pedestrians counts in Glasgow,63,14,,,,,,,,,,,,,2013-10-21T13:11:13.699851,cyclists-pedestrians-counts-in-glasgow,False,None,"The numbers of cyclists and pedestrians were obtained by manual counting at several locations in East and West Glasgow in 2012 and 2013. The city centre count is made on Cordon day which is held in September each year.

Data collated by Land and Environmental Services department of [GCC](http://www.glasgow.gov.uk)
 ",Glasgow Open Government Licence (GOGL),http://dashboard.glasgow.gov.uk/ckansupport/open.glasgow.gov.uk_Licence_version 1.0.htm,[Glasgow City Council Website](http://www.glasgow.gov.uk),2013-07-17T14:32:33.332102,Glasgow City Council,glasgow-city-council,2013-09-06T11:31:18.288936,True,active,http://data.glasgow.gov.uk/images/20mmGlasgowlogo.jpg,82e0fbc2-863f-440b-92a3-3fa785937717,organization,06217c75-3868-4b6d-b8fc-89c6b7e5c359,approved,2b661e62-2e66-479c-a47a-6eb8ef6b3a6b,,,,,,,
06217c75-3868-4b6d-b8fc-89c6b7e5c359,Glasgow City Council,False,data@glasgow.gov.uk,3,ec78c848-ccb6-4ec0-b40e-031e8e8bbe3a,2013-10-18T14:59:00.919737,2013-10-18T15:12:29.208439,Sustrans,,active,None,uk-gogl,dataset,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Walking and cycling outcomes for Sustrans in Scotland,12,6,,,,,,,,,,,,,2013-10-18T15:11:14.853145,walking-and-cycling-outcomes-for-sustrans-in-scotland,False,None,"Walking and cycling outcomes for Sustrans in Scotland: assessment against key performance indicators.

Data supplied by SUSTRANS [Website](http://www.sustrans.org.uk)",Glasgow Open Government Licence (GOGL),http://dashboard.glasgow.gov.uk/ckansupport/open.glasgow.gov.uk_Licence_version 1.0.htm,[Glasgow City Council Website](http://www.glasgow.gov.uk),2013-07-17T14:32:33.332102,Glasgow City Council,glasgow-city-council,2013-09-06T11:31:18.288936,True,active,http://data.glasgow.gov.uk/images/20mmGlasgowlogo.jpg,82e0fbc2-863f-440b-92a3-3fa785937717,organization,06217c75-3868-4b6d-b8fc-89c6b7e5c359,approved,ff9e0733-a74e-4813-9b04-25427789bd73,,,,,,,
5cb3cf52-28cb-473e-a297-ae32fdbd1912,Glasgow City Council,False,data@glasgow.gov.uk,2,560978d1-441e-4b3b-87bb-127fe4316b01,2013-08-19T13:39:07.817354,2013-10-21T15:05:18.717959,SUSTRANS,,active,None,uk-gogl,dataset,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Route User Intercept Survey Report,41,6,,,,,,,,,,,,,2013-10-18T15:05:59.681682,route-user-intercept-survey-report,False,None,"Route User Intercept Survey Report comparing frequency of usage by pedestrians/cyclists at Bells Bridge, Kelvingrove Park & Stockingfield Junction.

Data supplied by SUSTRANS [Website](http://www.sustrans.org.uk)",Glasgow Open Government Licence (GOGL),http://dashboard.glasgow.gov.uk/ckansupport/open.glasgow.gov.uk_Licence_version 1.0.htm,"Taken from [Sustrans](http://www.sustrans.org.uk/about-us) website: Sustrans is a leading UK charity enabling people to travel by foot, bike or public transport for more of the journeys we make every day.",2013-10-18T16:04:50.376019,Sustrans,sustrans,2013-10-21T15:05:18.717959,True,active,http://nuclearfootprints.com/wp-content/uploads/2012/09/sustrans-logo-2005.gif,4c041b34-ac2a-4059-9cda-7541bc5f61f2,organization,5cb3cf52-28cb-473e-a297-ae32fdbd1912,approved,84d8102e-3db0-40ea-8886-ddbd893bc2d3,,,,,,,
5cb3cf52-28cb-473e-a297-ae32fdbd1912,Glasgow City Council,False,data@glasgow.gov.uk,5,223814b1-64c6-476d-abf7-4067a35a07f4,2013-08-19T13:58:35.735182,2013-10-21T15:05:18.717959,SUSTRANS,,active,None,uk-ogl,dataset,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Hands Up Scotland 2012 for Glasgow City - SUSTRANS,39,8,,,,,,,,,,,,,2013-10-18T15:05:29.003830,hands-up-scotland-2012-for-glasgow-city-sustrans,False,None,"This document contains Glasgow local authority level and school level data from the 2012 Hands Up Scotland Survey (along with data collected over the previous four years since the survey was first carried out in 2008).

Data supplied by SUSTRANS [Website](http://www.sustrans.org.uk)",UK Open Government Licence (OGL),http://reference.data.gov.uk/id/open-government-licence,"Taken from [Sustrans](http://www.sustrans.org.uk/about-us) website: Sustrans is a leading UK charity enabling people to travel by foot, bike or public transport for more of the journeys we make every day.",2013-10-18T16:04:50.376019,Sustrans,sustrans,2013-10-21T15:05:18.717959,True,active,http://nuclearfootprints.com/wp-content/uploads/2012/09/sustrans-logo-2005.gif,4c041b34-ac2a-4059-9cda-7541bc5f61f2,organization,5cb3cf52-28cb-473e-a297-ae32fdbd1912,approved,9fbd9d3d-593e-4357-83b4-a3a7d7f18034,,,,,,,
53bd5da9-1ce5-4c74-abc8-2f0d763d562a,Glasgow City Council,False,data@glasgow.gov.uk,1,472cd386-1bfc-49f5-8375-cf93acc21ec1,2013-10-15T15:14:48.307861,2013-10-18T14:34:03.056636,Met Office,enquiries@metoffice.gov.uk,active,None,uk-ogl,dataset,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,MET Office Actual observations for Glasgow,34,15,,,,,,,,,,,,,2013-10-18T14:34:03.056636,met-office-actual-observations-for-glasgow,False,None,Another link to MET office to get actual observed weather.,UK Open Government Licence (OGL),http://reference.data.gov.uk/id/open-government-licence,"From their About Us:
The Met Office is the UK's National Weather Service.
We have a long history of weather forecasting and have been working in the area of climate change for more than two decades.
We are a Trading Fund within the Department for Business Innovation and Skills, operating on a commercial basis under set targets. Our targets are verified and publicised in this section.
As a world leader in providing weather and climate services, we employ more than 1,800 at 60 locations throughout the world. We are recognised as one of the world's most accurate forecasters, using more than 10 million weather observations a day, an advanced atmospheric model and a high performance supercomputer to create 3,000 tailored forecasts and briefings a day. These are delivered to a huge range of customers from the Government, to businesses, the general public, armed forces, and other organisations.",2013-09-25T12:05:29.511285,Met Office,met-office,2013-10-01T10:07:10.383394,True,active,http://data.glasgow.gov.uk/images/MO_RGB_whitebackg.jpg,56603e0f-ed74-43c5-95b5-4154387f86a3,organization,53bd5da9-1ce5-4c74-abc8-2f0d763d562a,approved,f3f8b492-4d8a-44f7-beda-484a9c0fd3ef,,,,,,,
06217c75-3868-4b6d-b8fc-89c6b7e5c359,Glasgow City Council,False,data@glasgow.gov.uk,1,ea3ab95a-37fa-4acc-95b7-732b9f1649bd,2013-10-18T13:55:32.229239,2013-10-18T14:20:14.640680,IRISS,enquiries@iriss.org.uk,active,None,uk-gogl,dataset,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Glasgow Gritting Data,51,35,,,,,,,,,,,,,2013-10-18T14:03:22.621084,glasgow-gritting-data,False,None,"Data links to the Glasgow gritting data, all files are links through to the main site at: http://gccgritting.iriss.org.uk/about/opendata",Glasgow Open Government Licence (GOGL),http://dashboard.glasgow.gov.uk/ckansupport/open.glasgow.gov.uk_Licence_version 1.0.htm,[Glasgow City Council Website](http://www.glasgow.gov.uk),2013-07-17T14:32:33.332102,Glasgow City Council,glasgow-city-council,2013-09-06T11:31:18.288936,True,active,http://data.glasgow.gov.uk/images/20mmGlasgowlogo.jpg,82e0fbc2-863f-440b-92a3-3fa785937717,organization,06217c75-3868-4b6d-b8fc-89c6b7e5c359,approved,911108b0-4afc-4358-ae72-39afde554b37,,,,,,,
7c323e9f-5247-4aef-ba92-6ebdb95c9915,Glasgow City Council,False,data@glasgow.gov.uk,2,6531feaf-9554-4ed7-b6f2-5b247a33cf87,2013-10-18T12:45:34.005006,2013-10-21T09:03:59.232857,Driver and Vehicle Licensing Agency,,active,None,uk-ogl,dataset,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Number of Full and Provisional Licence holders with driving penalty points ,20,10,,,,,,,,,,,,,2013-10-18T13:02:59.376027,number-of-full-and-provisional-licence-holders-with-driving-penalty-points,False,None,,UK Open Government Licence (OGL),http://reference.data.gov.uk/id/open-government-licence,The United Kingdom's Driver and Vehicle Licensing Agency.,2013-10-18T13:53:58.227903,Driver and Vehicle Licensing Agency,driver-and-vehicle-licensing-agency,2013-10-21T09:03:59.232857,True,active,http://data.glasgow.gov.uk/images/dvla.png,ba66c7df-dcd1-4761-a881-12c35f30236c,organization,7c323e9f-5247-4aef-ba92-6ebdb95c9915,approved,35da17b1-26f0-4f8d-9622-6f041acae0ed,,,,,,,
7c323e9f-5247-4aef-ba92-6ebdb95c9915,Glasgow City Council,False,data@glasgow.gov.uk,2,fb126c2e-e055-411c-9865-35ae16c03555,2013-10-18T10:30:06.768264,2013-10-21T09:03:59.232857,Driver and Vehicle Licensing Agency,,active,None,uk-ogl,dataset,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Number of Full and Provisional Licence holders,15,8,,,,,,,,,,,,,2013-10-18T12:59:32.735740,number-of-full-and-provisional-licence-holders,False,None,,UK Open Government Licence (OGL),http://reference.data.gov.uk/id/open-government-licence,The United Kingdom's Driver and Vehicle Licensing Agency.,2013-10-18T13:53:58.227903,Driver and Vehicle Licensing Agency,driver-and-vehicle-licensing-agency,2013-10-21T09:03:59.232857,True,active,http://data.glasgow.gov.uk/images/dvla.png,ba66c7df-dcd1-4761-a881-12c35f30236c,organization,7c323e9f-5247-4aef-ba92-6ebdb95c9915,approved,21b0eaa9-b96e-4b85-9f79-f8f1ae5839a1,,,,,,,
